,days_past_due,principal_balance,principal_paid
12741,29,21374.23,3625.77
12742,0,0.0,6500.0
12743,29,7132.06,16867.94
12744,60,4311.28,3188.72
12745,60,13372.34,1627.66
12746,60,1396.42,403.58
12747,1064,0.0,1487.25
12748,0,0.0,22000.0
12749,60,3028.38,971.62
12750,29,7130.96,12869.04
12751,912,0.0,2419.08
12752,0,0.0,3250.0
12753,60,10128.0,1072.0
12754,0,0.0,18000.0
12755,29,3367.31,9632.69
12756,0,0.0,30000.0
12757,29,10626.43,7373.57
12758,0,0.0,5000.0
12759,60,19131.7,868.3
12760,0,0.0,8000.0
12761,0,0.0,35000.0
12762,60,5296.94,6703.06
12763,728,0.0,1239.5
12764,0,0.0,8400.0
12765,210,0.0,6706.39
12766,60,31936.91,3063.09
12767,29,36049.64,950.37
12768,0,0.0,10000.0
12769,0,0.0,14000.0
12770,60,878.42,13621.58
12771,60,18773.98,876.02
12772,60,1534.09,4065.91
12773,60,35786.84,4213.16
12774,0,0.0,11200.0
12775,575,0.0,6508.39
12776,0,0.0,11025.0
12777,60,2213.95,786.05
12778,60,12736.41,3263.59
12779,486,0.0,2548.15
12780,29,4817.87,15582.13
12781,0,0.0,4800.0
12782,0,0.0,11000.0
12783,0,0.0,17950.0
12784,0,0.0,7050.0
12785,60,6904.43,5820.57
12786,60,12528.7,5771.3
12787,60,544.41,5455.59
12788,60,6199.37,5150.63
12789,60,10784.29,7215.71
12790,29,2580.65,12419.35
12791,0,0.0,10000.0
12792,29,5308.14,1041.86
12793,60,3830.67,169.33
12794,29,17900.28,12099.72
12795,0,0.0,5000.0
12796,29,2808.1,2116.9
12797,0,0.0,12000.0
12798,0,0.0,25000.0
12799,0,0.0,6000.0
12800,29,17498.37,17501.63
12801,0,0.0,8000.0
12802,0,0.0,12000.0
12803,182,16596.46,2928.54
12804,0,0.0,12600.0
12805,0,0.0,1000.0
12806,29,4772.26,227.74
12807,0,0.0,6600.0
12808,60,12780.16,8219.84
12809,0,0.0,4000.0
12810,0,0.0,7175.0
12811,60,1186.52,3863.48
12812,0,0.0,11000.0
12813,0,0.0,10600.0
12814,0,0.0,10000.0
12815,0,0.0,9000.0
12816,60,14704.38,595.62
12817,29,2744.87,1255.13
12818,0,0.0,30000.0
12819,0,0.0,1500.0
12820,29,13806.34,6193.66
12821,60,10625.32,1874.68
12822,60,5845.88,154.12
12823,60,3420.32,4579.68
12824,60,2287.96,112.04
12825,0,0.0,5700.0
12826,0,0.0,17850.0
12827,60,729.07,20670.93
12828,0,0.0,11000.0
12829,0,0.0,24000.0
12830,0,0.0,35000.0
12831,0,0.0,6500.0
12832,0,0.0,8000.0
12833,302,0.0,8329.55
12834,1337,0.0,297.78
12835,0,0.0,6000.0
12836,60,10047.8,4952.2
12837,0,0.0,28000.0
12838,0,0.0,28000.0
12839,90,5829.99,4170.01
12840,121,7864.52,6535.48
12841,0,0.0,12150.0
12842,0,0.0,6000.0
12843,60,2235.01,164.99
12844,60,10562.42,237.58
12845,29,481.83,4318.17
12846,0,0.0,21000.0
12847,0,0.0,10000.0
12848,0,0.0,7000.0
12849,29,34548.25,5451.75
12850,60,5839.02,6160.98
12851,1125,0.0,4480.69
12852,0,0.0,7900.0
12853,790,0.0,1771.83
12854,60,593.55,1306.45
12855,29,9923.9,2076.1
12856,29,17162.69,2837.31
12857,0,0.0,8000.0
12858,60,18113.47,2686.53
12859,60,2139.95,2660.05
12860,0,0.0,3999.99
12861,60,17980.49,22019.51
12862,0,0.0,10000.0
12863,60,933.54,9066.46
12864,29,13920.33,1079.67
12865,29,8566.88,433.12
12866,0,0.0,15000.0
12867,0,0.0,35000.0
12868,851,0.0,843.58
12869,698,0.0,3011.52
12870,0,0.0,10000.0
12871,0,0.0,19000.0
12872,606,0.0,3992.01
12873,90,18453.6,1671.4
12874,60,10127.72,15472.28
12875,0,0.0,30000.0
12876,0,0.0,8500.0
12877,29,11849.29,150.71
12878,29,8432.34,1567.66
12879,60,21265.48,734.52
12880,60,4830.24,1169.76
12881,60,2627.67,4372.33
12882,60,2055.89,444.11
12883,0,0.0,35000.0
12884,90,7021.8,2978.2
12885,0,0.0,7000.0
12886,29,9516.52,4483.48
12887,60,9060.62,939.38
12888,0,0.0,6400.0
12889,60,8312.4,4687.6
12890,60,7782.7,10567.3
12891,29,22033.09,1966.91
12892,881,0.0,5536.34
12893,0,0.0,8975.0
12894,0,0.0,5000.0
12895,29,19061.94,10938.06
12896,151,0.0,7993.34
12897,1186,0.0,10285.99
12898,60,16901.9,3098.1
12899,0,0.0,18000.0
12900,241,0.0,7344.78
12901,0,0.0,6000.0
12902,60,7405.85,994.15
12903,29,257.15,2742.85
12904,0,0.0,12000.0
12905,60,7287.68,3187.32
12906,0,0.0,14000.0
12907,60,12029.33,2970.67
12908,60,6400.0,0.0
12909,0,0.0,19000.0
12910,29,9885.61,114.39
12911,60,6352.87,5647.13
12912,0,0.0,22875.0
12913,0,0.0,14400.0
12914,60,263.86,7736.14
12915,0,0.0,2950.0
12916,0,0.0,16000.0
12917,0,0.0,6000.0
12918,29,6425.16,1574.84
12919,0,0.0,13350.0
12920,60,12239.86,4260.14
12921,60,9442.49,1357.51
12922,0,0.0,20000.0
12923,0,0.0,25000.0
12924,60,40000.0,0.0
12925,29,9285.29,714.71
12926,60,4487.9,7512.1
12927,60,1463.87,36.13
12928,29,1540.0,29760.0
12929,941,0.0,7256.8
12930,0,0.0,7200.0
12931,60,953.89,4046.11
12932,0,0.0,12000.0
12933,0,0.0,16000.0
12934,0,0.0,6000.0
12935,60,16771.42,1228.58
12936,0,0.0,14400.0
12937,0,0.0,22000.0
12938,60,19044.45,955.55
12939,0,0.0,5000.0
12940,60,9234.24,5165.76
12941,60,21600.92,2399.08
12942,29,19525.38,474.62
12943,29,32471.37,2528.63
12944,60,9078.32,921.68
12945,0,0.0,9700.0
12946,60,18220.97,2779.03
12947,0,0.0,35000.0
12948,60,738.07,3261.93
12949,29,14819.32,180.68
12950,60,1382.25,3617.75
12951,0,0.0,18000.0
12952,0,0.0,10000.0
12953,0,0.0,12625.0
12954,0,0.0,10000.0
12955,29,26888.55,8111.45
12956,0,0.0,4000.0
12957,60,11853.57,146.43
12958,0,0.0,6500.0
12959,210,0.0,717.36
12960,60,6663.13,336.87
12961,60,9883.39,8116.61
12962,60,12061.56,9538.44
12963,0,0.0,5000.0
12964,0,0.0,12000.0
12965,60,4187.53,11812.47
12966,60,17115.32,12884.68
12967,60,2938.51,5461.49
12968,60,12066.17,3933.83
12969,60,10943.98,10831.02
12970,0,0.0,21300.0
12971,790,0.0,2407.43
12972,60,7431.98,6568.02
12973,60,4153.56,6346.44
12974,29,9565.85,434.15
12975,60,6461.01,1538.99
12976,637,0.0,4146.47
12977,60,27310.28,2689.72
12978,728,0.0,1862.67
12979,29,26752.58,5247.42
12980,0,0.0,20875.0
12981,0,0.0,28100.0
12982,0,0.0,15000.0
12983,606,0.0,6365.85
12984,0,0.0,18000.0
12985,0,0.0,1750.0
12986,0,0.0,11200.0
12987,60,9065.57,934.43
12988,0,0.0,20000.0
12989,60,1810.63,1789.37
12990,60,10000.0,0.0
12991,60,1855.03,144.97
12992,1306,0.0,6905.38
12993,0,0.0,6000.0
12994,1064,0.0,3502.27
12995,60,472.44,7027.56
12996,0,0.0,10250.0
12997,0,0.0,17500.0
12998,790,0.0,2859.13
12999,60,7570.94,2429.06
13000,0,0.0,12000.0
13001,0,0.0,14675.0
13002,29,5432.78,12567.22
13003,29,1591.16,3208.84
13004,60,6841.26,5158.74
13005,60,9940.69,2059.31
13006,912,0.0,5127.02
13007,60,7314.08,2685.92
13008,0,0.0,5000.0
13009,29,4832.14,2167.86
13010,60,3480.63,519.37
13011,0,0.0,13500.0
13012,0,0.0,32000.0
13013,60,16207.82,13792.18
13014,0,0.0,15000.0
13015,0,0.0,7000.0
13016,29,7764.13,2235.87
13017,60,35000.0,0.0
13018,29,13819.48,180.52
13019,0,0.0,4000.0
13020,0,0.0,25500.0
13021,0,0.0,15000.0
13022,0,0.0,2700.0
13023,0,0.0,30000.0
13024,0,0.0,20000.0
13025,0,0.0,12000.0
13026,29,2729.47,2570.53
13027,90,18593.45,3006.55
13028,60,7645.2,1954.8
13029,29,16933.36,1066.64
13030,0,0.0,13000.0
13031,60,11534.9,1665.1
13032,60,4074.27,2325.73
13033,0,0.0,4100.0
13034,0,0.0,16000.0
13035,637,0.0,3168.27
13036,60,12804.24,7195.76
13037,60,9151.91,448.09
13038,60,1096.01,2903.99
13039,0,0.0,24000.0
13040,60,13724.66,11275.34
13041,29,25295.38,9704.62
13042,1429,0.0,313.97
13043,29,21751.65,3248.35
13044,60,3022.84,5377.16
13045,0,0.0,2000.0
13046,60,9328.11,6671.89
13047,0,0.0,22600.0
13048,29,5439.28,560.72
13049,0,0.0,15000.0
13050,60,7485.25,10964.75
13051,60,4308.85,30691.15
13052,0,0.0,5000.0
13053,1337,0.0,18877.02
13054,60,10225.92,9774.08
13055,0,0.0,20000.0
13056,29,16330.28,3269.72
13057,0,0.0,20000.0
13058,29,2588.62,411.38
13059,60,2480.72,394.28
13060,0,0.0,11000.0
13061,60,13754.36,2245.64
13062,0,0.0,12000.0
13063,60,4156.54,1843.46
13064,60,20054.49,270.51
13065,60,1799.27,3200.73
13066,60,1952.41,12547.59
13067,1033,0.0,674.79
13068,0,0.0,4800.0
13069,60,1343.8,9156.2
13070,486,0.0,3740.3
13071,29,13665.27,334.73
13072,0,0.0,18000.0
13073,0,0.0,15000.0
13074,60,13881.81,1118.19
13075,0,0.0,6025.0
13076,0,0.0,16000.0
13077,60,1586.7,8063.3
13078,0,0.0,15000.0
13079,667,0.0,2373.2
13080,0,0.0,10000.0
13081,60,5117.58,6882.42
13082,29,17143.27,2856.73
13083,0,0.0,2000.0
13084,455,0.0,19679.85
13085,60,7852.85,147.15
13086,29,3413.65,8586.35
13087,60,17989.13,12010.87
13088,60,2000.0,0.0
13089,29,11035.52,13964.48
13090,60,24750.27,249.73
13091,272,0.0,12231.01
13092,60,14688.73,1311.27
13093,0,0.0,8950.0
13094,29,7036.26,12963.74
13095,0,0.0,8400.0
13096,60,22103.35,2896.65
13097,0,0.0,9250.0
13098,0,0.0,7200.0
13099,241,0.0,1671.93
13100,60,3935.11,3364.89
13101,60,3788.93,4211.07
13102,60,6374.76,3625.24
13103,60,17436.0,12564.0
13104,516,0.0,3284.08
13105,60,1476.69,6523.31
13106,0,0.0,20200.0
13107,29,12742.46,7257.54
13108,60,13649.24,1350.76
13109,728,0.0,4656.17
13110,60,6149.13,1750.87
13111,0,0.0,8000.0
13112,0,0.0,2000.0
13113,60,4211.25,5788.75
13114,0,0.0,14675.0
13115,0,0.0,16000.0
13116,302,0.0,3701.76
13117,29,5007.03,13992.97
13118,29,21341.59,1158.41
13119,272,0.0,163.17
13120,0,0.0,13575.0
13121,29,1048.66,151.34
13122,60,4521.4,478.6
13123,0,0.0,24625.0
13124,0,0.0,19950.0
13125,0,0.0,3000.0
13126,60,8932.79,1067.21
13127,60,27930.78,4069.22
13128,60,2744.86,1255.14
13129,0,0.0,1600.0
13130,1306,0.0,2920.57
13131,0,0.0,16000.0
13132,516,0.0,2026.36
13133,60,11298.39,9701.61
13134,29,5321.66,22678.34
13135,60,12676.22,2823.78
13136,60,6660.14,1339.86
13137,0,0.0,10000.0
13138,60,6862.16,2387.84
13139,0,0.0,25000.0
13140,60,14495.74,25504.26
13141,29,3011.19,1713.81
13142,29,3486.96,513.04
13143,0,0.0,12000.0
13144,0,0.0,15000.0
13145,0,0.0,10000.0
13146,0,0.0,3500.0
13147,0,0.0,4000.0
13148,60,2855.25,4144.75
13149,60,4702.83,11297.17
13150,60,5737.71,3887.29
13151,0,0.0,25000.0
13152,60,5692.71,9307.29
13153,60,4921.46,478.54
13154,0,0.0,5200.0
13155,60,8222.71,9777.29
13156,728,0.0,2155.5
13157,60,3841.18,1158.82
13158,60,17329.07,12670.93
13159,60,27664.24,2335.76
13160,0,0.0,15000.0
13161,0,0.0,9000.0
13162,60,1192.57,33807.43
13163,0,0.0,20000.0
13164,0,0.0,12000.0
13165,1033,0.0,225.15
13166,60,2816.95,14183.05
13167,60,5819.5,11680.5
13168,29,2256.34,7743.66
13169,29,3382.79,617.21
13170,0,0.0,23000.0
13171,29,11465.03,534.97
13172,425,0.0,10052.48
13173,29,3420.91,1579.09
13174,0,0.0,9000.0
13175,0,0.0,10000.0
13176,60,19004.71,4995.29
13177,0,0.0,15000.0
13178,60,6932.07,11067.93
13179,0,0.0,18000.0
13180,29,1430.76,20569.24
13181,60,32515.64,3884.36
13182,29,4621.53,9778.47
13183,29,13986.16,10013.84
13184,0,0.0,26300.0
13185,1156,0.0,1547.47
13186,0,0.0,18500.0
13187,29,2741.23,5258.77
13188,0,0.0,15000.0
13189,60,7231.4,16768.6
13190,0,0.0,6000.0
13191,0,0.0,35000.0
13192,0,0.0,8750.0
13193,0,0.0,8000.0
13194,0,0.0,6500.0
13195,272,0.0,14654.31
13196,0,0.0,16000.0
13197,60,10379.0,1621.0
13198,0,0.0,5000.0
13199,29,3421.49,10578.51
13200,60,15389.19,4610.81
13201,60,443.41,19556.59
13202,60,8773.94,1226.06
13203,60,1996.33,153.67
13204,0,0.0,10000.0
13205,0,0.0,10525.0
13206,29,3984.59,1015.41
13207,29,7955.75,2969.25
13208,60,4334.44,1065.56
13209,0,0.0,18000.0
13210,60,11288.75,4711.25
13211,0,0.0,24575.0
13212,0,0.0,22800.0
13213,0,0.0,20000.0
13214,60,28472.43,1527.57
13215,0,0.0,12000.0
13216,1247,0.0,3452.06
13217,0,0.0,9900.0
13218,60,4831.79,10168.21
13219,60,11584.91,13415.09
13220,29,12692.93,2882.07
13221,0,0.0,4450.0
13222,60,10000.0,0.0
13223,29,12658.78,22341.22
13224,0,0.0,4800.0
13225,1094,0.0,621.29
13226,272,0.0,2867.77
13227,0,0.0,35000.0
13228,0,0.0,20000.0
13229,29,6078.35,921.65
13230,0,0.0,12500.0
13231,0,0.0,2200.0
13232,0,0.0,20000.0
13233,0,0.0,36000.0
13234,182,0.0,3449.85
13235,60,6000.0,0.0
13236,0,0.0,7925.0
13237,60,5732.59,6267.41
13238,60,32082.37,2917.63
13239,0,0.0,28000.0
13240,60,13914.53,1585.47
13241,0,0.0,24000.0
13242,0,0.0,17000.0
13243,29,7223.61,776.39
13244,0,0.0,28000.0
13245,60,694.52,2105.48
13246,60,8634.37,3365.63
13247,60,12000.0,0.0
13248,0,0.0,1500.0
13249,0,0.0,15000.0
13250,60,4759.7,10240.3
13251,363,0.0,2507.01
13252,0,0.0,10000.0
13253,0,0.0,6125.0
13254,272,0.0,7499.1
13255,60,12168.37,1106.63
13256,29,1076.63,18923.37
13257,486,0.0,2327.39
13258,0,0.0,2600.0
13259,394,0.0,1505.54
13260,0,0.0,6000.0
13261,0,0.0,17975.0
13262,272,0.0,9355.45
13263,29,6017.18,8982.82
13264,60,2500.0,0.0
13265,60,2134.93,9865.07
13266,0,0.0,5375.0
13267,60,6679.81,6520.19
13268,575,0.0,3197.38
13269,0,0.0,2000.0
13270,0,0.0,24000.0
13271,0,0.0,35000.0
13272,29,24721.51,278.49
13273,1459,0.0,1704.99
13274,0,0.0,10000.0
13275,0,0.0,13200.0
13276,29,1924.52,6075.48
13277,60,1906.06,14093.94
13278,60,7666.96,2833.04
13279,0,0.0,14475.0
13280,121,4609.38,1390.62
13281,60,10748.31,4251.69
13282,0,0.0,18500.0
13283,60,2710.78,7289.22
13284,0,0.0,28000.0
13285,60,89.65,4910.35
13286,0,0.0,1400.0
13287,272,0.0,3811.2
13288,60,155.74,4844.26
13289,0,0.0,14400.0
13290,0,0.0,18000.0
13291,60,9760.75,6239.25
13292,29,7403.61,596.39
13293,0,0.0,5600.0
13294,60,5878.3,22121.7
13295,0,0.0,7500.0
13296,121,18625.31,1374.69
13297,60,3000.0,0.0
13298,29,12461.76,11538.24
13299,29,31610.9,3389.1
13300,60,10000.0,0.0
13301,60,14461.11,5538.89
13302,60,6170.96,829.04
13303,60,22084.4,2915.6
13304,60,2000.0,0.0
13305,60,6223.42,4126.58
13306,0,0.0,9600.0
13307,0,0.0,21000.0
13308,0,0.0,18000.0
13309,0,0.0,5000.0
13310,60,5000.0,0.0
13311,60,5742.99,18257.01
13312,0,0.0,15000.0
13313,60,10397.64,9602.36
13314,60,6371.0,1629.0
13315,29,13109.01,1290.99
13316,60,2722.59,4277.41
13317,0,0.0,24000.0
13318,0,0.0,6500.0
13319,29,1745.44,2454.56
13320,60,2150.33,1449.67
13321,60,659.2,340.8
13322,60,11243.42,756.58
13323,60,12313.65,5686.35
13324,29,686.01,313.99
13325,394,0.0,12952.13
13326,0,0.0,5000.0
13327,333,0.0,4803.62
13328,302,0.0,926.13
13329,29,15381.6,3618.4
13330,2251,0.0,644.23
13331,29,3678.08,2321.92
13332,29,9863.35,6136.65
13333,1278,0.0,1088.63
13334,0,0.0,20000.0
13335,547,0.0,7522.87
13336,0,0.0,12000.0
13337,0,0.0,15000.0
13338,0,0.0,5000.0
13339,0,0.0,8000.0
13340,0,0.0,30000.0
13341,0,0.0,8400.0
13342,0,0.0,14000.0
13343,0,0.0,8000.0
13344,29,4315.89,1684.11
13345,60,663.2,2836.8
13346,0,0.0,5000.0
13347,0,0.0,3000.0
13348,29,7682.92,2317.08
13349,0,0.0,14225.0
13350,60,1637.44,7962.56
13351,29,12870.4,12129.6
13352,0,0.0,14000.0
13353,0,0.0,14000.0
13354,60,12748.65,7251.35
13355,0,0.0,10000.0
13356,0,0.0,23825.0
13357,0,0.0,7500.0
13358,60,2336.9,13088.1
13359,60,15532.13,467.87
13360,0,0.0,10000.0
13361,0,0.0,7200.0
13362,29,4887.49,112.51
13363,302,0.0,7488.56
13364,60,9015.15,5259.85
13365,0,0.0,10000.0
13366,302,0.0,11818.53
13367,60,6224.65,8775.35
13368,60,1084.66,14915.34
13369,60,10249.64,4750.36
13370,29,23937.02,6062.98
13371,0,0.0,3300.0
13372,60,34138.13,861.87
13373,29,18015.75,1984.25
13374,29,6473.02,1526.98
13375,0,0.0,13000.0
13376,0,0.0,10800.0
13377,60,11237.46,2762.54
13378,60,1487.16,512.84
13379,29,955.82,14044.18
13380,0,0.0,20000.0
13381,60,15637.97,1987.03
13382,0,0.0,20000.0
13383,0,0.0,4000.0
13384,0,0.0,11600.0
13385,0,0.0,15750.0
13386,29,14252.54,1747.46
13387,60,24082.15,5917.85
13388,0,0.0,12000.0
13389,0,0.0,15000.0
13390,0,0.0,5000.0
13391,60,33612.67,1387.33
13392,0,0.0,18000.0
13393,0,0.0,25000.0
13394,29,1404.04,3595.96
13395,29,10898.83,1101.17
13396,60,8710.4,2289.6
13397,0,0.0,10000.0
13398,759,0.0,2428.58
13399,60,7778.58,6321.42
13400,0,0.0,14125.0
13401,60,20000.0,0.0
13402,60,1763.57,4236.43
13403,851,0.0,8120.21
13404,60,9914.42,85.58
13405,0,0.0,35000.0
13406,60,16722.4,18277.6
13407,0,0.0,8000.0
13408,0,0.0,5000.0
13409,60,11098.94,19901.06
13410,29,20312.06,8687.94
13411,0,0.0,12500.0
13412,0,0.0,17500.0
13413,0,0.0,2700.0
13414,29,14736.57,11013.43
13415,425,0.0,5999.61
13416,0,0.0,12000.0
13417,1306,0.0,2959.37
13418,29,9805.71,11194.29
13419,60,12590.88,3884.12
13420,29,2263.5,5736.5
13421,29,8489.01,3160.99
13422,0,0.0,7200.0
13423,29,9283.62,14716.38
13424,29,2634.58,365.42
13425,0,0.0,14100.0
13426,0,0.0,10000.0
13427,60,15294.7,1505.3
13428,0,0.0,12000.0
13429,575,0.0,686.91
13430,60,3942.67,2057.33
13431,29,9054.46,25945.54
13432,0,0.0,24000.0
13433,29,13521.69,2728.31
13434,0,0.0,10000.0
13435,29,17428.93,171.07
13436,29,12644.47,5855.53
13437,820,0.0,7712.16
13438,0,0.0,15850.0
13439,60,5445.08,8554.92
13440,60,5758.97,241.03
13441,60,14689.71,310.29
13442,363,0.0,4990.18
13443,272,0.0,9798.45
13444,0,0.0,5500.0
13445,0,0.0,3800.0
13446,0,0.0,21000.0
13447,60,17474.19,2525.81
13448,60,26532.87,1467.13
13449,29,16907.48,13092.52
13450,0,0.0,10800.0
13451,0,0.0,14000.0
13452,0,0.0,24000.0
13453,29,4523.98,5076.02
13454,60,1691.59,2108.41
13455,60,16621.03,3378.97
13456,60,20559.36,4440.64
13457,60,18425.26,2574.74
13458,60,18998.58,7126.42
13459,60,16200.65,1799.35
13460,0,0.0,7000.0
13461,0,0.0,35000.0
13462,0,0.0,8000.0
13463,60,1289.27,8910.73
13464,60,9771.6,228.4
13465,29,14972.54,702.46
13466,60,15097.0,10103.0
13467,0,0.0,20000.0
13468,29,1396.28,5103.72
13469,60,14228.95,15771.05
13470,0,0.0,15875.0
13471,29,19488.77,5511.23
13472,60,11185.21,3814.79
13473,0,0.0,30000.0
13474,790,0.0,6808.19
13475,0,0.0,12000.0
13476,0,0.0,10000.0
13477,60,2810.58,7189.42
13478,0,0.0,28000.0
13479,0,0.0,35000.0
13480,60,278.85,3721.15
13481,60,7778.59,15071.41
13482,60,3225.77,16774.23
13483,394,0.0,9549.57
13484,0,0.0,24000.0
13485,0,0.0,16000.0
13486,0,0.0,14000.0
13487,60,24665.11,934.89
13488,60,33289.3,1710.7
13489,60,8966.63,2233.37
13490,0,0.0,12000.0
13491,60,5249.65,750.35
13492,0,0.0,2650.0
13493,60,19955.37,1044.63
13494,60,1979.92,8020.08
13495,0,0.0,30000.0
13496,29,12054.07,2045.93
13497,29,23520.41,1479.59
13498,0,0.0,6000.0
13499,60,19494.97,15505.03
13500,90,11045.15,3954.85
13501,0,0.0,19800.0
13502,60,1763.56,4236.44
13503,0,0.0,16000.0
13504,29,10660.52,839.48
13505,60,5812.37,4862.63
13506,60,12082.12,2917.88
13507,60,12451.07,7548.93
13508,60,1048.67,951.33
13509,0,0.0,31500.0
13510,60,8211.02,15188.98
13511,486,0.0,3335.08
13512,60,13544.48,1455.52
13513,0,0.0,28000.0
13514,0,0.0,8125.0
13515,29,21362.68,8637.32
13516,60,4281.7,8718.3
13517,60,1150.33,3674.67
13518,0,0.0,11000.0
13519,0,0.0,9550.0
13520,0,0.0,12000.0
13521,90,29251.93,5748.07
13522,29,6660.14,1339.86
13523,60,10873.21,5126.79
13524,60,7170.37,4829.63
13525,60,6128.34,8871.66
13526,60,22097.97,1902.03
13527,0,0.0,17000.0
13528,60,2715.24,784.76
13529,333,0.0,5085.61
13530,547,0.0,2252.34
13531,0,0.0,15000.0
13532,0,0.0,5300.0
13533,0,0.0,20000.0
13534,29,4586.38,5413.62
13535,60,17820.75,2179.25
13536,60,13190.27,17034.73
13537,29,7165.63,334.37
13538,29,34101.01,898.99
13539,60,10119.09,9880.91
13540,29,10565.44,9434.56
13541,60,9760.37,239.63
13542,0,0.0,7200.0
13543,0,0.0,13000.0
13544,29,5364.21,635.79
13545,0,0.0,35000.0
13546,29,11524.32,475.68
13547,0,0.0,18000.0
13548,60,15964.95,2035.05
13549,1186,0.0,7637.74
13550,0,0.0,20000.0
13551,60,15785.0,1215.0
13552,0,0.0,11000.0
13553,0,0.0,16000.0
13554,29,9743.69,7256.31
13555,516,0.0,3495.71
13556,60,4384.35,25615.65
13557,0,0.0,7000.0
13558,0,0.0,29100.0
13559,60,5766.36,5233.64
13560,0,0.0,11325.0
13561,60,37744.84,2255.16
13562,0,0.0,28000.0
13563,0,0.0,9000.0
13564,881,0.0,1209.6
13565,60,310.67,9689.33
13566,0,0.0,15000.0
13567,60,931.12,4068.88
13568,60,8063.84,8336.16
13569,0,0.0,10000.0
13570,60,2652.41,1347.59
13571,60,1078.28,31921.72
13572,60,9491.98,508.02
13573,29,11406.94,2593.06
13574,60,6383.47,1616.53
13575,637,0.0,3342.18
13576,29,16034.11,1965.89
13577,60,3296.47,31703.53
13578,241,0.0,1365.23
13579,60,4894.97,105.03
13580,0,0.0,13000.0
13581,60,28000.0,0.0
13582,0,0.0,11000.0
13583,0,0.0,9300.0
13584,29,2090.69,1409.31
13585,0,0.0,4500.0
13586,0,0.0,8000.0
13587,60,5376.77,2598.23
13588,0,0.0,24000.0
13589,29,1196.8,303.2
13590,60,2841.87,1658.13
13591,0,0.0,28000.0
13592,0,0.0,9000.0
13593,0,0.0,3200.0
13594,90,5963.04,4311.96
13595,29,7694.55,2305.45
13596,0,0.0,21000.0
13597,0,0.0,20000.0
13598,60,38515.13,1484.87
13599,29,2466.4,25533.6
13600,0,0.0,12000.0
13601,90,6989.73,8010.27
13602,0,0.0,15000.0
13603,0,0.0,11000.0
13604,60,3944.15,12755.85
13605,0,0.0,16500.0
13606,29,3097.9,4902.1
13607,0,0.0,4450.0
13608,0,0.0,21000.0
13609,0,0.0,10000.0
13610,60,21445.47,2554.53
13611,60,23396.32,603.68
13612,29,4139.67,1360.33
13613,0,0.0,7000.0
13614,0,0.0,16000.0
13615,60,9748.91,6251.09
13616,0,0.0,8975.0
13617,0,0.0,12000.0
13618,0,0.0,14000.0
13619,0,0.0,11625.0
13620,60,10628.29,3071.71
13621,0,0.0,12000.0
13622,29,11214.54,260.46
13623,0,0.0,11100.0
13624,0,0.0,8000.0
13625,0,0.0,1600.0
13626,0,0.0,10000.0
13627,0,0.0,1600.0
13628,60,14761.94,1238.06
13629,0,0.0,20000.0
13630,0,0.0,6500.0
13631,60,7645.47,1879.53
13632,29,1907.72,5092.28
13633,29,10874.16,125.84
13634,0,0.0,20000.0
13635,151,0.0,7433.81
13636,0,0.0,15000.0
13637,606,0.0,2541.25
13638,363,0.0,5517.7
13639,0,0.0,20000.0
13640,60,13037.4,2962.6
13641,29,2102.55,397.45
13642,606,0.0,5100.87
13643,29,2190.29,4809.71
13644,0,0.0,9250.0
13645,60,17815.25,184.75
13646,0,0.0,15000.0
13647,60,8841.35,1158.65
13648,0,0.0,12000.0
13649,29,1572.69,3427.31
13650,0,0.0,3200.0
13651,29,1914.04,85.96
13652,0,0.0,9600.0
13653,60,20784.8,19215.2
13654,60,6996.66,5003.34
13655,0,0.0,2000.0
13656,60,7214.04,4785.96
13657,0,0.0,3000.0
13658,394,0.0,1128.75
13659,0,0.0,17000.0
13660,0,0.0,12000.0
13661,0,0.0,7475.0
13662,0,0.0,10000.0
13663,0,0.0,9000.0
13664,60,1724.72,2425.28
13665,60,4928.91,15071.09
13666,0,0.0,16000.0
13667,0,0.0,5000.0
13668,0,0.0,29850.0
13669,60,2058.18,4941.82
13670,60,7324.0,2276.0
13671,60,6467.56,18532.44
13672,60,2246.64,5753.36
13673,912,0.0,1951.96
13674,0,0.0,6000.0
13675,0,0.0,5000.0
13676,0,0.0,5400.0
13677,0,0.0,34875.0
13678,0,0.0,5000.0
13679,575,0.0,7009.35
13680,60,12420.44,579.56
13681,60,21090.64,13909.36
13682,29,23850.98,3349.02
13683,60,16071.94,7928.06
13684,60,7427.49,2572.51
13685,728,0.0,2772.13
13686,0,0.0,5000.0
13687,0,0.0,11575.0
13688,60,4187.86,15812.14
13689,0,0.0,30000.0
13690,60,8229.38,1770.62
13691,0,0.0,8000.0
13692,29,3277.64,2397.36
13693,881,0.0,4092.99
13694,60,19066.5,933.5
13695,0,0.0,11800.0
13696,60,18114.82,1885.18
13697,0,0.0,6000.0
13698,210,0.0,12068.8
13699,60,10083.65,9916.35
13700,29,28010.9,1989.1
13701,60,502.37,7897.63
13702,29,14796.68,1203.32
13703,0,0.0,5500.0
13704,0,0.0,6000.0
13705,29,9280.21,719.79
13706,60,2070.96,929.04
13707,0,0.0,20000.0
13708,790,0.0,1886.15
13709,29,4830.24,1169.76
13710,0,0.0,14000.0
13711,60,1686.69,5113.31
13712,60,7252.48,747.52
